"spp","bcr","detbcr","mean_off0","mean_off1","mean_off2","adj","alpha"
"FOSP","BCR_11",61,0.760758228610068,0.21517283043981,0.318451604422459,-0.103278773982648,0.901875519003376
"FOSP","BCR_12",525,0.403299441664141,0.319712489219234,0.696787427021357,-0.377074937802123,0.685864674778894
"FOSP","BCR_13",449,0.360683290654656,0.224033831200157,0.654392701358647,-0.43035887015849,0.650275688305198
"FOSP","BCR_14",1100,0.179691226546074,0.114359438710788,0.700576445681371,-0.586217006970583,0.556428272494089
"GCKI","BCR_4",370,-1.14959680747121,-1.15603914131699,-1.05043881845878,-0.105600322858211,0.899784199395958
"GCKI","BCR_5",1193,-1.27089635613461,-1.27809920308879,-1.11353235569561,-0.164566847393184,0.84826105100904
"GCKI","BCR_60",2213,-1.0380728218989,-1.04234314033446,-1.06246361697829,0.0201204766438348,1.02032425786445
"GCKI","BCR_61",35,-1.13322150627165,-1.14091750309863,-1.11468040734827,-0.0262370957503673,0.974104106283234
"GCKI","BCR_70",22,-1.03794429728868,-1.0442099662978,-1.06541585705414,0.0212058907563437,1.02143233346493
"GCKI","BCR_71",250,-1.17743303054975,-1.18438549698512,-1.06271327271057,-0.12167222427455,0.885438546205249
"GCKI","BCR_80",603,-1.00585597996094,-1.01409089117857,-1.05331352693114,0.0392226357525676,1.04000199950518
"GCKI","BCR_81",2400,-1.10445116167505,-1.11215453215324,-1.1124401024153,0.000285570262063661,1.00028561104113
"GCKI","BCR_82",3026,-1.13684788889,-1.14570757832568,-1.10441248673642,-0.0412950915892538,0.959545934230823
"GCKI","BCR_83",14,-1.74013450780467,-1.76061004401062,-1.29955518039112,-0.461054863619501,0.630618078458644
"GCKI","BCR_9",926,-1.24081514116201,-1.24780573966227,-1.08874802846841,-0.159057711193864,0.852947132951354
"GCKI","BCR_10",3207,-1.20980149114349,-1.21595388659956,-1.12026288116247,-0.0956910054370868,0.908744769883741
"GCKI","BCR_11",396,-1.05865911263026,-1.06000817868153,-1.10564868056833,0.0456405018867938,1.04669805733507
"GCKI","BCR_12",5060,-1.10877521975399,-1.11351958725524,-1.08994522286245,-0.0235743643927881,0.97670134016607
"GCKI","BCR_13",2104,-1.11082552343883,-1.11289135917424,-1.0663123326586,-0.0465790265156476,0.954489127639428
"GCKI","BCR_14",3202,-1.23782521645233,-1.24260217542536,-1.1103218250705,-0.132280350354851,0.876095347005803
"HETH","BCR_4",1505,0.972784200016653,0.92147318606245,0.91634646829819,0.00512671776426032,1.00513988186838
"HETH","BCR_5",1493,0.906976012734325,0.862881879554972,0.863980141099476,-0.0010982615445041,0.998902341323983
"HETH","BCR_60",9451,0.912155547901642,0.792793615775645,0.815314110769273,-0.022520494993628,0.977731198393309
"HETH","BCR_61",1899,0.969696790849095,0.931664399855992,0.928741207162064,0.00292319269392749,1.00292746938788
"HETH","BCR_70",2431,0.976460954369003,0.89132517928428,0.946351173804596,-0.0550259945203166,0.94646054484585
"HETH","BCR_71",1054,0.780128845412549,0.723291994773265,0.998341748493899,-0.275049753720634,0.759534332625867
"HETH","BCR_80",5447,0.982049756971403,0.940139811252737,0.991692699967118,-0.0515528887143811,0.949753417396618
"HETH","BCR_81",5395,0.849070324880811,0.838500484759554,0.977283241104693,-0.138782756345139,0.870417100512325
"HETH","BCR_82",5468,0.763383710423219,0.743520714601355,0.954500953061335,-0.210980238459979,0.809790069422024
"HETH","BCR_83",213,0.108334134073351,-0.101856733101851,0.635162365558856,-0.737019098660706,0.47853826690157
"HETH","BCR_9",1324,0.89175707544724,0.843528729204649,0.842005020376131,0.0015237088285186,1.00152487026264
"HETH","BCR_10",4321,0.865129617450231,0.810187513294802,0.809729408346822,0.00045810494797982,1.00045820989408
"HETH","BCR_11",1838,0.849236372126924,0.54619881937958,0.58135797658727,-0.0351591572076899,0.965451745425019
"HETH","BCR_12",13263,0.758933010736182,0.715724554926049,0.894051076881602,-0.178326521955554,0.836669188023082
"HETH","BCR_13",6498,0.714103621978349,0.642219892774518,0.851469485027829,-0.209249592253311,0.811192742949576
"HETH","BCR_14",6907,0.61128595201192,0.583012096984784,0.899322650786102,-0.316310553801318,0.72883307313693
"HOLA","BCR_4",56,0.86568136328352,0.874739968099415,0.902756339994057,-0.0280163718946426,0.972372447091672
"HOLA","BCR_5",40,0.884042724549654,0.917799943311764,0.956647541618347,-0.0388475983065827,0.961897292752597
"HOLA","BCR_60",1200,0.884671346885092,0.921266270692707,0.93250244903524,-0.011236178342533,0.988826711740886
"HOLA","BCR_61",26,0.878105840024509,0.87278220457229,0.878886134119393,-0.00610392954710315,0.993914661585301
"HOLA","BCR_70",177,0.811482810193355,0.81043386104065,0.865781243701472,-0.0553473826608221,0.946156412526159
"HOLA","BCR_71",84,0.530788416898602,0.579805152246219,0.933148570248591,-0.353343418002372,0.702335957145783
"HOLA","BCR_80",23,0.866658166631149,0.929236064869098,0.960735440318803,-0.0314993754497049,0.968991561637516
"HOLA","BCR_81",5,0.795631391563426,0.862950001498705,0.981149214929426,-0.118199213430721,0.888519030058329
"HOLA","BCR_82",1,0.637951385115705,0.736701905711864,0.958351643608628,-0.221649737896764,0.801195943769988
"HOLA","BCR_83",1,-0.310947659238664,-0.289196649421124,0.810568145230072,-1.0997647946512,0.332949385965622
"HOLA","BCR_9",36,0.889795788993758,0.91188002122977,0.949614998325668,-0.0377349770958973,0.9629681156827
"HOLA","BCR_10",700,0.857549432772896,0.859825221923586,0.886243328203125,-0.026418106279539,0.973927799140693
"HOLA","BCR_11",4412,0.875371691627584,0.924909165391856,0.937939293090413,-0.0130301276985577,0.98705439689499
"HOLA","BCR_12",1584,0.767873798133016,0.852033627666846,0.994651239988439,-0.142617612321592,0.867085568348258
"HOLA","BCR_13",2843,0.752124198191528,0.836898489804794,1.00249911574848,-0.165600625943689,0.847384590040608
"HOLA","BCR_14",235,0.540741572962266,0.646795435677262,0.982974106361047,-0.336178670683785,0.714495435022946
"HOWR","BCR_4",0,0.764825065883582,0.692690903986854,0.640504643332119,0.0521862606547352,1.05357196324238
"HOWR","BCR_5",226,0.758877068732733,0.691697266131899,0.626528778323775,0.0651684878081242,1.06733884281731
"HOWR","BCR_60",4651,0.668013590010582,0.514591320467953,0.573393693321537,-0.0588023728535836,0.942893092016417
"HOWR","BCR_61",0,0.738098666588575,0.688022404548642,0.671861832322999,0.0161605722256433,1.016291860551
"HOWR","BCR_70",0,0.674920856865488,0.521056832381727,0.652939602408211,-0.131882770026485,0.876443734532971
"HOWR","BCR_71",0,0.174730591224314,0.0597215166357287,0.651331098257432,-0.591609581621703,0.553435767402022
"HOWR","BCR_80",295,0.651089560204939,0.601241567023659,0.730737874319249,-0.12949630729559,0.878537832590785
"HOWR","BCR_81",81,0.386452195250021,0.36832740370427,0.687491325383742,-0.319163921679472,0.726756408410684
"HOWR","BCR_82",4,0.231037094184979,0.197450576788366,0.668096096461045,-0.470645519672679,0.624598947212903
"HOWR","BCR_83",0,-0.79919247529428,-1.20207913749463,0.280507705357092,-1.48258684285172,0.227049586448431
"HOWR","BCR_9",411,0.781308851094836,0.714783092023544,0.646173880738142,0.068609211285402,1.07101758577137
"HOWR","BCR_10",873,0.71039390713509,0.629949696139744,0.590794911106484,0.0391547850332601,1.03993143701532
"HOWR","BCR_11",5456,0.656879645675393,0.289434888354524,0.387590960948687,-0.0981560725941628,0.906507411749317
"HOWR","BCR_12",3259,0.295611894324821,0.238214813322345,0.641736565754858,-0.403521752432513,0.667963496810073
"HOWR","BCR_13",4183,0.24545186999376,0.151900521069605,0.619779762957347,-0.467879241887742,0.626329153417229
"HOWR","BCR_14",690,0.00915152400688725,-0.0338680836449957,0.648879406357291,-0.682747490002287,0.505226977644252
"LCSP","BCR_4",18,0.150195885776671,0.122200414391451,0.0993836326101311,0.0228167817813199,1.02307907564853
"LCSP","BCR_5",0,0.195021551023735,0.170731488200294,0.141039470424118,0.0296920177761756,1.03013722114046
"LCSP","BCR_60",2595,0.244588914179898,0.221254184585815,0.235436198076799,-0.0141820134909837,0.985918077539558
"LCSP","BCR_61",99,0.144670675601032,0.112947776387248,0.106249886354223,0.00669789003302575,1.00672037106227
"LCSP","BCR_70",74,0.252872654442216,0.225868111400317,0.246959637958357,-0.0210915265580407,0.979129344129452
